station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,status,county_name,sample_code,sample_date,sample_depth,sample_depth_units,parameter,result,reporting_limit,units,method_name
13509,03S02E16B001M,03S02E16B001M,03S02E16B001M,Groundwater,37.6773,121.7584,Review Status Unknown,Alameda,WDIS_0309130,8/8/83 14:00,,Feet,Total Mercury,0,0.001,ug/L,UnkMod Mercury
13510,03S02E16C001M,03S02E16C001M,03S02E16C001M,Groundwater,37.6773,121.763,Review Status Unknown,Alameda,WDIS_0309140,5/8/86 14:00,,Feet,Total Mercury,0,0.001,ug/L,UnkMod Mercury
13510,03S02E16C001M,03S02E16C001M,03S02E16C001M,Groundwater,37.6773,121.763,Review Status Unknown,Alameda,WDIS_0309141,6/3/88 13:35,,Feet,Total Mercury,0,0.001,ug/L,UnkMod Mercury
13513,03S02E18B001M,03S02E18B001M,03S02E18B001M,Groundwater,37.6773,121.795,Review Status Unknown,Alameda,WDIS_0309150,9/7/83 14:30,,Feet,Total Mercury,0,0.001,ug/L,UnkMod Mercury
13513,03S02E18B001M,03S02E18B001M,03S02E18B001M,Groundwater,37.6773,121.795,Review Status Unknown,Alameda,WDIS_0309146,10/7/76 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkMod Mercury
16637,04S01W27B004M,04S01W27B004M,04S01W27B004M,Groundwater,37.5616,121.9597,Review Status Unknown,Alameda,WDIS_0309221,6/11/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
16638,04S01W27F001M,04S01W27F001M,04S01W27F001M,Groundwater,37.558,121.9643,Review Status Unknown,Alameda,WDIS_0309222,6/11/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
16640,04S01W27K001M,04S01W27K001M,04S01W27K001M,Groundwater,37.5544,121.9597,Review Status Unknown,Alameda,WDIS_0309223,6/10/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
16661,04S01W30E003M,04S01W30E003M,04S01W30E003M,Groundwater,37.558,122.0237,Review Status Unknown,Alameda,WDIS_0309225,6/4/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
16734,04S02W14P002M,04S02W14P002M,04S02W14P002M,Groundwater,37.5797,122.0558,Review Status Unknown,Alameda,WDIS_0309012,5/26/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
16795,04S03W13B002M,04S03W13B002M,04S03W13B002M,Groundwater,37.5905,122.1427,Review Status Unknown,Alameda,WDIS_0309013,5/26/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
19057,05S01W01R001M,05S01W01R001M,05S01W01R001M,Groundwater,37.5219,121.9186,Review Status Unknown,Alameda,WDIS_0309226,5/25/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
19089,05S01W17A001M,05S01W17A001M,05S01W17A001M,Groundwater,37.5038,121.9918,Review Status Unknown,Alameda,WDIS_0309227,5/25/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
19128,05S02W01N001M,05S02W01N001M,05S02W01N001M,Groundwater,37.5219,122.042,Review Status Unknown,Alameda,WDIS_0309228,5/25/71 0:00,,Feet,Total Mercury,0,0.001,ug/L,UnkH Mercury
46213,D I at South Bay PP,West bank drain inlet of upstream of SBPP,BE000000,Surface Water,37.7692,121.6193,Review Status Unknown,Alameda,DA0105B0016,1/25/05 7:40,0.5,Feet,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0116B0008,1/19/16 10:50,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0212B3393,2/13/12 12:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0205B0967,2/15/05 10:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0216B0018,2/16/16 10:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0298A0023,2/18/98 10:55,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,OM0297A0065,2/19/97 10:35,6,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0208B1845,2/19/08 10:45,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0219B0018,2/19/19 13:05,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0306B0081,3/14/06 10:56,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0305B1000,3/15/05 11:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0304B0038,3/16/04 12:24,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0398A0048,3/18/98 10:50,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0308B1916,3/18/08 10:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0312B3447,3/19/12 15:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0498A0080,4/15/98 10:10,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0419B0036,4/15/19 12:10,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0417B0031,4/17/17 11:05,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0405B1039,4/18/05 13:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0406B0089,4/18/06 11:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0517B0047,5/15/17 11:05,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0506B0167,5/16/06 9:50,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0505B1071,5/17/05 11:35,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0510B2714,5/18/10 14:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,OM0697A0231,6/18/97 12:00,6,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0607B1577,6/19/07 11:55,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0606B0259,6/20/06 10:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ0600B5856,6/21/00 9:35,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ0700B6603,7/19/00 11:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0710B2802,7/19/10 13:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0818B0089,8/13/18 11:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ0800B8861,8/16/00 9:35,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0810B2844,8/16/10 14:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0804B0846,8/17/04 13:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0815B0090,8/17/15 9:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0898A0206,8/19/98 9:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0813B0211,8/20/13 11:55,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0904B0901,9/13/04 13:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0914B0130,9/15/14 9:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0998A0246,9/16/98 10:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0915B0103,9/16/15 9:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D0919B0104,9/16/19 12:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,OM0997A0545,9/17/97 12:00,6,Feet,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ0902B4504,9/18/02 8:42,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0907B1731,9/18/07 12:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0905B1278,9/19/05 11:35,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA0906B1311,9/19/06 9:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ0900B0031,9/20/00 10:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1014B0158,10/13/14 9:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,OM1097A0621,10/15/97 12:34,6,Feet,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,OM1096A0220,10/16/96 10:30,6,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1012B3654,10/16/12 12:05,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1017B0116,10/16/17 11:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1006B1354,10/17/06 11:27,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ1000B1502,10/18/00 11:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1005B1311,10/18/05 9:40,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1004B0938,10/19/04 10:37,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1015B0119,10/19/15 9:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1099A0318,10/20/99 8:45,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1098A0282,10/21/98 8:50,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1013B3624,10/21/13 10:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1112B3700,11/13/12 12:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1117B0123,11/13/17 12:35,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1111B3365,11/14/11 11:45,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1116B0111,11/14/16 12:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DZ1100B2360,11/15/00 11:00,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1110B2991,11/15/10 16:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1109B2573,11/16/09 13:10,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1115B0128,11/16/15 12:15,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1199A0348,11/17/99 10:10,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1108B2175,11/17/08 12:20,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1210B3020,12/13/10 16:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1209B2616,12/14/09 13:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,D1215B0133,12/14/15 10:30,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1208B2213,12/15/08 12:45,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
259,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,Surface Water,37.6183,121.7494,Review Status Unknown,Alameda,DA1211B3414,12/19/11 13:50,1,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
